CustomerID,frequency,recency,T,monetary_value,predicted_purchases,predicted_monetary,expected_revenue
14096.0,16.0,97.0,101.0,807006.890625,2.2063760168349407,824859.4121308203,1819950.02418601
17841.0,111.0,372.0,373.0,179060.50837837838,5.283603219368792,179620.8937225191,949045.5323382015
14911.0,131.0,372.0,373.0,112365.3610687023,6.230540167420817,112663.194709943,701952.5600302523
12748.0,113.0,373.0,373.0,104278.21353982302,5.3782969141739985,104598.77642066631,562563.2764496456
13521.0,2.0,9.0,10.0,376872.935,0.8730375546402768,455791.42383413855,397923.03009016626
14606.0,88.0,372.0,373.0,77753.84113636364,4.194625729109054,78061.04499874469,327436.86779287417
16360.0,5.0,84.0,88.0,324025.302,0.8141142031722428,348136.8245591618,283423.1335208969
14456.0,7.0,137.0,142.0,339034.39857142855,0.7934148061596219,356679.5177936089,282994.8104713236
15311.0,89.0,373.0,373.0,66121.18247191011,4.241972576511674,66379.48325225127,281579.94759906584
15427.0,1.0,14.0,47.0,551410.31,0.33056385220236323,843508.6326877223,278833.46298720175
14646.0,44.0,353.0,354.0,121824.94227272728,2.210805374879915,122791.38466639814,271467.85320942017
15993.0,4.0,36.0,44.0,212881.6175,0.9834777023808896,233058.4945194966,229207.83271038366
13263.0,32.0,324.0,325.0,128822.2615625,1.7410410007675683,130231.63423153563,226738.6147940687
13089.0,65.0,367.0,369.0,71508.59938461539,3.135337911984125,71891.63870817427,225404.58039640423
16910.0,7.0,87.0,91.0,187419.61285714287,1.0815910550761185,197174.07092377433,213261.7114040985
15444.0,1.0,31.0,40.0,377048.29,0.35644269923692656,576783.0785742366,205590.11740118518
14298.0,24.0,352.0,360.0,160893.30250000002,1.2014011575727421,163248.85891384914,196127.36807152763
17813.0,4.0,57.0,71.0,224025.12,0.7629571331719207,245258.1411130595,187121.44823069425
14156.0,42.0,362.0,371.0,88690.02571428572,2.0262644720651397,89427.4057233522,181203.5750461833
15039.0,41.0,359.0,368.0,89270.61975609757,1.992913443359256,90031.08331591148,179424.1562604772
16764.0,12.0,140.0,143.0,129404.35083333333,1.3090024014480002,133249.7730836062,174424.2729588416
17566.0,1.0,17.0,25.0,246845.59,0.4282920391757078,377609.04225272627,161726.94671760613
14547.0,7.0,51.0,54.0,102591.5157142857,1.468566064643006,107931.16840510347,158504.05123700434
14159.0,10.0,343.0,362.0,285573.11699999997,0.5149821617104485,295817.11591965455,152340.53782725404
14056.0,22.0,283.0,284.0,109477.99590909091,1.3552831012479347,111228.88336088425,150746.62598968402
14769.0,7.0,355.0,357.0,382454.7485714285,0.37368534801795156,402359.6425740909,150355.90306367778
18118.0,25.0,359.0,369.0,120228.7952,1.22335877903124,121917.63103955305,149149.00425092882
16033.0,17.0,364.0,369.0,169145.36529411766,0.840962952440663,172662.61309319737,145202.86088297513
14432.0,5.0,80.0,89.0,163817.456,0.8082324959366612,176007.77563177998,142255.2038031334
15787.0,1.0,35.0,61.0,318566.71,0.28865006924457504,487322.47338663833,140665.66568749072
15005.0,27.0,351.0,366.0,104435.72370370371,1.3284828537848437,105792.65068195184,140543.72248742246
17590.0,2.0,38.0,40.0,198668.11000000002,0.580119796166778,240270.59085963052,139385.72619436018
14796.0,16.0,365.0,366.0,169626.764375,0.798891463394984,173379.35249794822,138511.28463956062
16549.0,7.0,324.0,334.0,329455.06142857147,0.3961017161433855,346601.6322860066,137289.50136658587
13081.0,8.0,360.0,371.0,301981.8275,0.40881354013126603,315645.09712815913,129039.98958204004
16049.0,2.0,35.0,75.0,251395.715,0.4169219760505349,304039.33197172347,126760.67908273551
14527.0,53.0,367.0,369.0,46942.93339622642,2.5617441720982645,47251.70837394815,121046.78854864844
15719.0,12.0,305.0,337.0,180286.9491666667,0.6518158965291816,185644.3333956184,121005.9276078273
12856.0,5.0,56.0,63.0,110513.268,0.9951658955311022,118737.17738476054,118163.18946494056
17511.0,27.0,371.0,373.0,87170.75185185185,1.3064680375505546,88303.37118805308,115365.5320651539
13755.0,7.0,60.0,63.0,81087.17857142857,1.3509915360191391,85307.65652628928,115249.9219246447
16931.0,19.0,364.0,369.0,120378.2194736842,0.9365619090883084,122613.04626795858,114834.70869185237
16729.0,18.0,203.0,241.0,85545.96055555556,1.2804837419002888,87224.12689120347,111689.07638563383
14554.0,3.0,42.0,52.0,138546.66,0.7086867024936045,156626.72555841424,110999.27765836337
15555.0,15.0,357.0,369.0,144727.918,0.7453639957930189,148148.19763431317,110424.33255824554
17461.0,1.0,7.0,29.0,177276.5,0.4064444753440355,271187.6204349419,110222.7101074774
18096.0,2.0,52.0,63.0,194543.025,0.4614274347990512,235281.714967574,108565.43819260919
17254.0,1.0,11.0,15.0,143270.7,0.49478193184415825,219168.1734930427,108440.4522796433
17811.0,37.0,329.0,333.0,53806.70945945946,1.9661152268165472,54315.11590516756,106789.77642745555
13137.0,7.0,298.0,308.0,237828.93285714285,0.42491599619924303,250206.90063839545,106316.91444068882
18122.0,5.0,142.0,150.0,173321.27000000002,0.560997939394222,186218.77656492242,104468.34992943452
18283.0,13.0,334.0,337.0,143108.48769230768,0.7035737741305965,147025.0463120254,103442.96672547745
13471.0,3.0,46.0,47.0,122337.56999999999,0.745438742197938,138302.48852671988,103096.03309020282
17338.0,7.0,344.0,361.0,257007.0357142857,0.3700433202688674,270383.1113683229,100053.46427536116
15009.0,2.0,13.0,25.0,117578.195,0.697056472188065,142200.4851448607,99121.76851850793
13212.0,1.0,42.0,61.0,221354.9,0.2886500692565618,338615.3530594886,97741.3451119565
14704.0,8.0,169.0,180.0,121908.785,0.7491727994753224,127424.77854796976,95463.17806730552
17203.0,2.0,25.0,60.0,162591.67,0.4740791485496529,196639.7610010402,93222.81046638038
14502.0,8.0,294.0,313.0,187299.81,0.4742391184173395,195774.37372840953,92843.8664056677
14529.0,2.0,50.0,110.0,232686.855,0.3253853890525793,281412.84533645166,91567.62816419466
12415.0,15.0,313.0,337.0,110680.28,0.8070895293334299,113295.96854795652,91439.98993074532
17757.0,29.0,371.0,372.0,64247.64448275862,1.4044866330705035,65024.17706310212,91325.58751153656
16904.0,14.0,363.0,367.0,126335.83428571429,0.700914853905812,129540.15392267022,90796.6180616448
15159.0,18.0,360.0,361.0,98165.71333333333,0.9060866178237542,100091.42269518055,90691.4986630439
14629.0,1.0,43.0,47.0,178934.84,0.3305638522683987,273724.42091137916,90483.39903640212
15529.0,10.0,344.0,366.0,170024.347,0.5100234322732453,176123.51470709743,89827.11947494124
18139.0,1.0,1.0,18.0,123546.65,0.4727637693663561,188995.84487691347,89350.38801858874
14698.0,4.0,50.0,51.0,89135.0875,0.9149185152970648,97583.68009918921,89281.11571357392
14505.0,7.0,345.0,362.0,229774.6,0.3691438788956164,241733.38695327265,89234.40011850606
