CustomerID,Recency,Frequency,Monetary,AvgQuantity,AvgUnitPrice,AvgReorderDays,Churn,Cluster
12346.0,326,1,3045.0,84.0,36.25,,True,
12347.0,2,7,431501.0,46.76373626373626,49.46065934065934,2.0,False,0.0
12348.0,75,4,82378.47,49.645161290322584,55.0916129032258,9.0,False,0.0
12349.0,19,1,176075.12,47.04109589041096,53.135342465753425,0.0,False,0.0
12350.0,310,1,48173.37,53.94117647058823,53.75,0.0,True,0.0
12352.0,36,8,211313.78,51.89411764705882,49.15435294117647,3.0,False,0.0
12353.0,204,1,4357.89,48.75,22.54,0.0,True,0.0
12354.0,232,1,161522.49,55.172413793103445,49.52189655172414,0.0,True,0.0
12355.0,214,1,37648.28,57.23076923076923,48.456923076923076,0.0,True,0.0
12356.0,23,3,161617.98,50.30508474576271,56.269999999999996,5.0,False,0.0
12357.0,33,1,366359.39999999997,53.786259541984734,50.88923664122137,0.0,False,0.0
12358.0,2,2,39673.670000000006,41.73684210526316,51.66052631578947,8.0,False,0.0
12359.0,58,4,651054.01,51.03225806451613,51.5245564516129,1.0,False,3.0
12360.0,52,3,306242.38,46.81395348837209,50.93038759689923,1.0,False,0.0
12361.0,287,1,30437.8,59.1,52.887,0.0,True,0.0
12362.0,3,10,660400.73,48.11278195488722,51.16875939849624,1.0,False,3.0
12363.0,110,2,53756.56,58.34782608695652,41.13521739130435,6.0,True,0.0
12364.0,8,4,215049.54,48.05882352941177,55.85435294117647,1.0,False,0.0
12365.0,291,2,51924.74,43.95454545454545,50.97409090909091,0.0,True,0.0
12367.0,4,1,25839.440000000002,53.45454545454545,40.07,0.0,False,0.0
12370.0,51,4,417753.02999999997,50.778443113772454,49.61934131736527,1.0,False,0.0
12371.0,45,2,167307.32,52.492063492063494,45.79047619047619,0.0,False,0.0
12372.0,72,3,115169.81,45.65384615384615,53.40711538461539,4.0,False,0.0
12373.0,311,1,28312.370000000003,52.214285714285715,38.96857142857142,0.0,True,0.0
12374.0,25,1,66577.75,39.09090909090909,54.35151515151515,0.0,False,0.0
12375.0,11,2,32999.840000000004,44.05882352941177,44.455882352941174,5.0,False,0.0
12377.0,315,2,164885.7,46.935064935064936,47.07220779220779,0.0,True,0.0
12378.0,130,1,604145.45,51.51598173515982,53.20479452054795,0.0,True,3.0
12379.0,82,2,105346.3,47.8,55.32725000000001,2.0,False,0.0
12380.0,22,4,278790.22000000003,54.25961538461539,46.50817307692308,1.0,False,0.0
12381.0,5,5,190007.76,50.03448275862069,45.89712643678161,1.0,False,0.0
12383.0,185,5,222091.65,47.94949494949495,48.04111111111111,1.0,True,0.0
12384.0,29,2,56546.55,56.074074074074076,39.2462962962963,3.0,False,0.0
12386.0,338,2,28316.56,55.0,49.792,3.0,True,0.0
12388.0,16,6,252667.99,54.53,47.319300000000005,3.0,False,0.0
12390.0,80,1,66785.3,45.96875,51.100625,0.0,False,0.0
12391.0,22,1,253598.89,49.09,51.7368,0.0,False,0.0
12393.0,72,4,178735.91,50.75,52.14953125,4.0,False,0.0
12394.0,64,2,60148.57,44.407407407407405,52.680740740740745,5.0,False,0.0
12395.0,19,12,415041.19,48.97435897435897,52.81628205128205,2.0,False,0.0
12397.0,36,2,278068.08999999997,47.43650793650794,48.021190476190476,0.0,False,0.0
12398.0,46,1,204266.06,45.8235294117647,53.40705882352942,0.0,False,0.0
12399.0,119,4,158016.72,51.847457627118644,49.0171186440678,2.0,True,0.0
12401.0,303,1,17283.4,60.8,63.052,0.0,True,0.0
12402.0,323,1,36552.16,57.09090909090909,62.690909090909095,0.0,True,0.0
12403.0,50,1,6039.42,23.8,55.038,0.0,False,0.0
12405.0,149,1,122187.79000000001,49.148148148148145,47.201851851851856,0.0,True,0.0
12406.0,22,2,300601.55,54.43809523809524,51.64428571428571,1.0,False,0.0
12407.0,50,5,186352.68,48.064935064935064,49.27922077922078,2.0,False,0.0
12408.0,33,5,232876.63999999998,46.74285714285714,49.988952380952384,2.0,False,0.0
12409.0,79,3,315446.87,53.73394495412844,53.5297247706422,0.0,False,0.0
12410.0,309,2,55222.87,54.30769230769231,42.75653846153846,0.0,True,0.0
12412.0,75,3,159888.55000000002,47.77049180327869,51.52508196721312,1.0,False,0.0
12413.0,67,3,102773.06,57.23684210526316,46.155789473684216,7.0,False,0.0
12414.0,217,3,55774.39,55.388888888888886,52.976111111111116,5.0,True,0.0
12415.0,24,21,1771323.93,49.95949720670391,50.616578212290506,0.0,False,3.0
12417.0,3,9,515775.69,51.369791666666664,52.04750000000001,1.0,False,3.0
12418.0,113,1,108728.73,57.76470588235294,52.74411764705882,0.0,True,0.0
12420.0,64,1,60791.87,44.96551724137931,42.872068965517244,0.0,False,0.0
12421.0,16,4,119765.1,47.977777777777774,53.87777777777778,6.0,False,0.0
12422.0,96,3,89740.0,51.76923076923077,44.97923076923077,6.0,True,0.0
12423.0,1,8,295319.38,45.48,51.07496,2.0,False,0.0
12424.0,163,2,66385.45,42.333333333333336,56.984,0.0,True,0.0
12425.0,78,1,101635.55,49.55555555555556,56.765277777777776,0.0,False,0.0
12426.0,195,1,64423.78,56.13333333333333,35.729,0.0,True,0.0
12427.0,22,3,99369.63,58.483870967741936,53.563870967741934,11.0,False,0.0
12428.0,26,9,770442.11,51.31972789115646,51.00707482993197,0.0,False,3.0
12429.0,9,4,219920.34,43.402061855670105,53.28628865979382,3.0,False,0.0
12430.0,43,1,13697.39,42.63636363636363,38.03909090909091,0.0,False,0.0
12431.0,36,15,535228.43,45.682203389830505,49.956355932203394,1.0,False,3.0
